Sr No.,Spectrum,ComponentName,C,O,Al,Si,P,S,Cr,Mn,Ni,Pb,Fe,Mo,Cu,Sn,Zn,Au,K,N,Ca,V,W,Cl
562,51,Back Flow Tube,0.74,0.89,0.0,0.48,0.0,0.35,17.53,1.45,8.01,0.0,70.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,52,Back Flow Tube,1.21,0.99,0.0,0.37,0.0,0.37,18.45,1.4,8.24,0.0,68.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,53,Back Flow Tube,0.79,1.06,0.0,0.44,0.0,0.4,18.67,1.34,7.66,0.0,69.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,54,Back Flow Tube,0.78,0.81,0.0,0.42,0.0,0.4,19.11,1.44,8.66,0.0,68.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,55,Back Flow Tube,0.92,0.93,0.0,0.33,0.0,0.3,18.2,1.36,7.38,0.0,70.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,56,Back Flow Tube,0.8,0.99,0.0,0.44,0.0,0.36,18.56,1.5,8.44,0.0,68.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,57,Back Flow Tube,0.85,0.81,0.0,0.37,0.0,0.31,16.6,1.44,7.45,0.0,72.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,58,Back Flow Tube,0.73,1.07,0.0,0.43,0.0,0.39,18.44,1.57,7.66,0.0,69.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,59,Back Flow Tube,0.97,0.76,0.0,0.46,0.0,0.34,17.44,1.15,7.77,0.0,71.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,60,Back Flow Tube,0.72,1.05,0.0,0.4,0.0,0.33,17.32,1.52,8.32,0.0,70.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,61,Back Flow Tube,0.81,0.82,0.0,0.42,0.0,0.33,19.08,1.44,8.05,0.0,69.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,62,Back Flow Tube,0.79,0.91,0.0,0.36,0.0,0.31,17.17,1.54,7.97,0.0,70.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,63,Back Flow Tube,0.8,0.89,0.0,0.47,0.0,0.4,19.67,1.41,8.23,0.0,68.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,64,Back Flow Tube,0.66,1.03,0.0,0.49,0.0,0.38,17.41,1.2,7.88,0.0,70.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,65,Back Flow Tube,0.83,1.12,0.0,0.41,0.0,0.39,17.83,1.49,7.94,0.0,69.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,66,Back Flow Tube,0.84,0.86,0.0,0.47,0.0,0.36,17.67,1.37,7.62,0.0,70.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,67,Back Flow Tube,0.7,0.8,0.0,0.46,0.0,0.32,17.75,1.39,7.58,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,68,Back Flow Tube,0.99,1.14,0.0,0.43,0.0,0.34,18.14,1.35,8.21,0.0,69.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,69,Back Flow Tube,0.79,1.11,0.0,0.41,0.0,0.32,18.38,1.38,8.32,0.0,69.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,70,Back Flow Tube,0.64,0.9,0.0,0.41,0.0,0.34,17.58,1.51,7.72,0.0,70.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,71,Back Flow Tube,0.88,0.91,0.0,0.32,0.0,0.35,17.79,1.32,7.99,0.0,70.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,72,Back Flow Tube,0.72,0.91,0.0,0.38,0.0,0.34,19.55,1.4,8.09,0.0,68.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,73,Back Flow Tube,0.82,0.68,0.0,0.39,0.0,0.3,17.72,1.31,8.05,0.0,70.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,74,Back Flow Tube,0.75,0.86,0.0,0.37,0.0,0.36,18.5,1.39,8.45,0.0,69.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,75,Back Flow Tube,0.92,0.99,0.0,0.4,0.0,0.38,18.51,1.48,7.85,0.0,69.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,76,Back Flow Tube,0.81,0.93,0.0,0.28,0.0,0.3,17.14,1.48,8.44,0.0,70.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,77,Back Flow Tube,0.69,0.9,0.0,0.4,0.0,0.33,18.92,1.37,8.54,0.0,68.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,78,Back Flow Tube,0.83,0.93,0.0,0.36,0.0,0.31,18.1,1.28,7.87,0.0,70.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,79,Back Flow Tube,0.71,0.85,0.0,0.4,0.0,0.39,18.38,1.53,7.72,0.0,70.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,80,Back Flow Tube,1.12,0.96,0.0,0.38,0.0,0.3,18.22,1.31,8.0,0.0,69.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,81,Back Flow Tube,0.8,0.84,0.0,0.45,0.0,0.34,18.28,1.41,8.15,0.0,69.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,82,Back Flow Tube,0.82,0.83,0.0,0.42,0.0,0.32,18.49,1.32,7.93,0.0,69.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,83,Back Flow Tube,0.77,0.85,0.0,0.42,0.0,0.34,17.36,1.42,8.15,0.0,70.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,84,Back Flow Tube,0.79,1.05,0.0,0.49,0.0,0.35,17.25,1.31,8.34,0.0,70.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,85,Back Flow Tube,0.67,0.95,0.0,0.39,0.0,0.37,17.6,1.43,8.01,0.0,70.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,86,Back Flow Tube,0.93,0.83,0.0,0.45,0.0,0.32,17.82,1.38,7.96,0.0,70.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,87,Back Flow Tube,0.78,1.0,0.0,0.41,0.0,0.45,17.62,1.55,7.97,0.0,70.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,88,Back Flow Tube,0.85,0.79,0.0,0.4,0.0,0.35,17.1,1.39,8.34,0.0,70.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,89,Back Flow Tube,0.85,1.05,0.0,0.41,0.0,0.41,18.45,1.36,8.7,0.0,68.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,90,Back Flow Tube,0.73,0.94,0.0,0.47,0.0,0.36,17.91,1.43,8.47,0.0,69.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,91,Back Flow Tube,0.93,0.74,0.0,0.41,0.0,0.34,18.77,1.4,8.36,0.0,69.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,92,Back Flow Tube,0.9,1.07,0.0,0.39,0.0,0.39,17.04,1.4,8.43,0.0,70.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,93,Back Flow Tube,0.93,0.77,0.0,0.44,0.0,0.32,18.94,1.27,7.91,0.0,69.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,94,Back Flow Tube,0.73,0.84,0.0,0.42,0.0,0.33,18.59,1.35,7.79,0.0,69.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,95,Back Flow Tube,0.78,0.87,0.0,0.38,0.0,0.35,18.46,1.43,8.43,0.0,69.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,96,Back Flow Tube,0.84,0.92,0.0,0.39,0.0,0.45,17.63,1.4,7.99,0.0,70.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,97,Back Flow Tube,0.88,0.83,0.0,0.42,0.0,0.31,19.09,1.52,8.22,0.0,68.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,98,Back Flow Tube,0.85,1.01,0.0,0.35,0.0,0.35,17.56,1.28,7.68,0.0,70.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,99,Back Flow Tube,0.84,1.09,0.0,0.37,0.0,0.36,18.22,1.33,8.03,0.0,69.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,100,Back Flow Tube,0.76,1.05,0.0,0.42,0.0,0.33,17.97,1.29,7.82,0.0,70.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,1,Ball Guide,5.67,2.55,0.49,0.2,0.0,0.0,1.56,0.29,0.0,0.0,89.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,2,Ball Guide,4.64,2.24,0.34,0.21,0.0,0.0,1.57,0.32,0.0,0.0,90.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,3,Ball Guide,5.13,2.29,0.39,0.18,0.0,0.0,1.72,0.34,0.0,0.0,89.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,4,Ball Guide,4.85,2.69,0.38,0.24,0.0,0.0,1.14,0.32,0.0,0.0,90.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,5,Ball Guide,5.28,1.98,0.44,0.24,0.0,0.0,1.42,0.3,0.0,0.0,90.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,6,Ball Guide,4.87,2.22,0.4,0.18,0.0,0.0,1.68,0.28,0.0,0.0,90.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,7,Ball Guide,5.76,1.91,0.41,0.17,0.0,0.0,1.78,0.28,0.0,0.0,89.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,8,Ball Guide,4.91,2.6,0.49,0.21,0.0,0.0,1.42,0.23,0.0,0.0,90.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,9,Ball Guide,5.05,2.17,0.44,0.16,0.0,0.0,1.21,0.26,0.0,0.0,90.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,10,Ball Guide,5.48,2.14,0.42,0.23,0.0,0.0,1.44,0.26,0.0,0.0,90.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,11,Ball Guide,5.24,2.2,0.41,0.28,0.0,0.0,1.59,0.34,0.0,0.0,89.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,12,Ball Guide,4.5,2.54,0.38,0.23,0.0,0.0,1.36,0.32,0.0,0.0,90.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,13,Ball Guide,4.47,2.1,0.42,0.18,0.0,0.0,1.72,0.29,0.0,0.0,90.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,14,Ball Guide,4.69,2.41,0.42,0.24,0.0,0.0,1.72,0.26,0.0,0.0,90.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,15,Ball Guide,4.28,2.09,0.5,0.2,0.0,0.0,1.45,0.29,0.0,0.0,91.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,16,Ball Guide,3.8,2.1,0.41,0.22,0.0,0.0,1.43,0.34,0.0,0.0,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,17,Ball Guide,5.4,2.3,0.45,0.21,0.0,0.0,1.39,0.25,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,18,Ball Guide,4.03,2.2,0.33,0.18,0.0,0.0,1.66,0.27,0.0,0.0,91.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,19,Ball Guide,5.66,2.04,0.5,0.16,0.0,0.0,1.59,0.25,0.0,0.0,89.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,20,Ball Guide,5.23,1.7,0.44,0.24,0.0,0.0,1.2,0.33,0.0,0.0,90.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,21,Ball Guide,4.61,2.49,0.44,0.2,0.0,0.0,1.81,0.29,0.0,0.0,90.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,22,Ball Guide,4.83,2.4,0.43,0.19,0.0,0.0,1.29,0.32,0.0,0.0,90.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,23,Ball Guide,5.35,1.68,0.41,0.2,0.0,0.0,1.41,0.31,0.0,0.0,90.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,24,Ball Guide,5.8,2.13,0.48,0.17,0.0,0.0,1.55,0.32,0.0,0.0,89.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,25,Ball Guide,4.1,2.56,0.49,0.17,0.0,0.0,1.79,0.26,0.0,0.0,90.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,26,Ball Guide,4.85,1.83,0.49,0.2,0.0,0.0,1.6,0.29,0.0,0.0,90.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,27,Ball Guide,5.15,2.41,0.44,0.18,0.0,0.0,1.78,0.32,0.0,0.0,89.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,28,Ball Guide,4.64,2.07,0.49,0.19,0.0,0.0,1.49,0.28,0.0,0.0,90.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,29,Ball Guide,4.87,2.07,0.52,0.17,0.0,0.0,1.54,0.26,0.0,0.0,90.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,30,Ball Guide,3.95,1.96,0.36,0.2,0.0,0.0,1.36,0.27,0.0,0.0,91.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,31,Ball Guide,4.19,1.92,0.49,0.21,0.0,0.0,1.75,0.28,0.0,0.0,91.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,32,Ball Guide,4.35,2.18,0.41,0.21,0.0,0.0,1.76,0.32,0.0,0.0,90.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,33,Ball Guide,4.47,2.46,0.47,0.18,0.0,0.0,1.55,0.31,0.0,0.0,90.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,34,Ball Guide,5.74,2.09,0.4,0.18,0.0,0.0,1.46,0.28,0.0,0.0,89.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,35,Ball Guide,4.63,2.35,0.4,0.26,0.0,0.0,1.43,0.33,0.0,0.0,90.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,36,Ball Guide,4.62,2.1,0.4,0.17,0.0,0.0,1.4,0.25,0.0,0.0,91.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,37,Ball Guide,3.86,2.15,0.38,0.15,0.0,0.0,1.55,0.33,0.0,0.0,91.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,38,Ball Guide,4.26,1.78,0.38,0.21,0.0,0.0,1.72,0.31,0.0,0.0,91.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,39,Ball Guide,5.76,2.4,0.41,0.27,0.0,0.0,1.6,0.28,0.0,0.0,89.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,40,Ball Guide,5.15,2.27,0.43,0.16,0.0,0.0,1.37,0.3,0.0,0.0,90.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,41,Ball Guide,4.78,2.0,0.35,0.19,0.0,0.0,1.21,0.25,0.0,0.0,91.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,42,Ball Guide,4.17,2.66,0.36,0.21,0.0,0.0,1.44,0.25,0.0,0.0,90.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,43,Ball Guide,4.35,2.04,0.51,0.19,0.0,0.0,1.56,0.38,0.0,0.0,90.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,44,Ball Guide,4.48,2.0,0.45,0.2,0.0,0.0,1.82,0.3,0.0,0.0,90.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,45,Ball Guide,4.97,2.51,0.51,0.22,0.0,0.0,1.48,0.29,0.0,0.0,90.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,46,Ball Guide,4.39,2.03,0.34,0.15,0.0,0.0,1.57,0.31,0.0,0.0,91.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,47,Ball Guide,4.09,2.65,0.34,0.25,0.0,0.0,1.33,0.25,0.0,0.0,91.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,48,Ball Guide,4.99,1.79,0.38,0.16,0.0,0.0,1.39,0.29,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,49,Ball Guide,4.47,2.09,0.48,0.21,0.0,0.0,1.2,0.25,0.0,0.0,91.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,50,Ball Guide,5.17,2.15,0.43,0.22,0.0,0.0,1.5,0.28,0.0,0.0,90.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,51,Ball Guide,4.0,2.34,0.44,0.27,0.0,0.0,1.42,0.3,0.0,0.0,91.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,52,Ball Guide,4.95,2.12,0.45,0.24,0.0,0.0,1.52,0.29,0.0,0.0,90.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,53,Ball Guide,4.25,1.93,0.4,0.21,0.0,0.0,1.43,0.31,0.0,0.0,91.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,54,Ball Guide,4.14,1.71,0.38,0.2,0.0,0.0,1.5,0.28,0.0,0.0,91.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,55,Ball Guide,5.35,2.28,0.49,0.16,0.0,0.0,1.46,0.28,0.0,0.0,89.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,56,Ball Guide,4.33,2.65,0.31,0.19,0.0,0.0,1.44,0.32,0.0,0.0,90.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,57,Ball Guide,4.64,1.75,0.32,0.2,0.0,0.0,1.52,0.29,0.0,0.0,91.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,58,Ball Guide,4.68,2.3,0.38,0.2,0.0,0.0,1.42,0.29,0.0,0.0,90.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,59,Ball Guide,3.99,2.12,0.38,0.2,0.0,0.0,1.61,0.3,0.0,0.0,91.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,60,Ball Guide,4.86,2.17,0.37,0.21,0.0,0.0,1.8,0.29,0.0,0.0,90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,61,Ball Guide,4.44,2.01,0.34,0.18,0.0,0.0,1.36,0.31,0.0,0.0,91.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,62,Ball Guide,4.92,2.21,0.32,0.22,0.0,0.0,1.77,0.27,0.0,0.0,90.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,63,Ball Guide,4.45,2.4,0.39,0.21,0.0,0.0,1.47,0.29,0.0,0.0,90.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,64,Ball Guide,5.11,2.33,0.5,0.23,0.0,0.0,1.85,0.32,0.0,0.0,89.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,65,Ball Guide,4.29,1.96,0.42,0.19,0.0,0.0,1.45,0.23,0.0,0.0,91.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,66,Ball Guide,5.02,2.23,0.52,0.21,0.0,0.0,1.41,0.27,0.0,0.0,90.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,67,Ball Guide,4.71,2.23,0.48,0.28,0.0,0.0,1.3,0.28,0.0,0.0,90.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,68,Ball Guide,4.67,1.97,0.43,0.25,0.0,0.0,1.49,0.33,0.0,0.0,90.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,69,Ball Guide,3.59,2.38,0.32,0.23,0.0,0.0,1.43,0.3,0.0,0.0,91.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,70,Ball Guide,5.26,1.79,0.36,0.24,0.0,0.0,1.57,0.3,0.0,0.0,90.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,71,Ball Guide,4.47,2.41,0.4,0.23,0.0,0.0,1.74,0.31,0.0,0.0,90.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,72,Ball Guide,4.31,2.36,0.37,0.19,0.0,0.0,1.74,0.27,0.0,0.0,90.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,73,Ball Guide,3.83,2.07,0.4,0.18,0.0,0.0,1.45,0.25,0.0,0.0,91.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,74,Ball Guide,5.05,2.2,0.47,0.22,0.0,0.0,1.57,0.25,0.0,0.0,90.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,75,Ball Guide,5.26,2.05,0.45,0.21,0.0,0.0,1.61,0.32,0.0,0.0,90.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,76,Ball Guide,4.02,2.15,0.53,0.19,0.0,0.0,1.41,0.26,0.0,0.0,91.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,77,Ball Guide,4.48,1.49,0.39,0.2,0.0,0.0,1.35,0.34,0.0,0.0,91.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,78,Ball Guide,5.15,2.06,0.34,0.19,0.0,0.0,1.45,0.28,0.0,0.0,90.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,79,Ball Guide,4.64,2.08,0.39,0.2,0.0,0.0,1.18,0.32,0.0,0.0,91.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,80,Ball Guide,4.78,2.06,0.35,0.19,0.0,0.0,1.32,0.26,0.0,0.0,91.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,81,Ball Guide,5.96,2.02,0.34,0.19,0.0,0.0,1.53,0.29,0.0,0.0,89.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,82,Ball Guide,4.91,2.17,0.44,0.26,0.0,0.0,1.32,0.25,0.0,0.0,90.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,83,Ball Guide,5.1,1.9,0.51,0.23,0.0,0.0,1.36,0.3,0.0,0.0,90.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,84,Ball Guide,4.31,1.8,0.35,0.2,0.0,0.0,1.36,0.29,0.0,0.0,91.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,85,Ball Guide,4.63,2.4,0.39,0.23,0.0,0.0,1.74,0.28,0.0,0.0,90.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,86,Ball Guide,5.0,2.22,0.36,0.18,0.0,0.0,1.26,0.36,0.0,0.0,90.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,87,Ball Guide,4.86,2.01,0.43,0.15,0.0,0.0,1.74,0.3,0.0,0.0,90.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,88,Ball Guide,4.97,2.32,0.43,0.21,0.0,0.0,1.37,0.28,0.0,0.0,90.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,89,Ball Guide,4.9,2.57,0.46,0.2,0.0,0.0,1.83,0.27,0.0,0.0,89.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
